district,month,hour,day_of_week,risk_score,risk_level
6,7,18,3,0.8261,High
21,10,3,5,0.7642,High
2,10,9,2,0.7446,High
13,12,14,6,0.5074,Medium
11,5,22,2,0.5354,Medium
11,8,7,2,0.5444,Medium
16,10,14,1,0.3143,Low
11,1,15,3,0.2225,Low
19,3,23,5,0.654,High
15,9,20,3,0.8639,High
25,1,6,0,0.185,Low
23,11,7,6,0.3621,Low
23,8,12,0,0.3315,Low
16,6,12,3,0.3713,Low
11,12,1,3,0.6786,High
22,10,19,1,0.4167,Medium
16,5,14,6,0.3367,Low
8,12,5,2,0.3793,Low
4,6,17,5,0.7749,High
8,11,6,3,0.463,Medium
4,5,1,5,0.6481,Medium
24,9,1,5,0.4665,Medium
25,2,0,4,0.4655,Medium
3,10,21,1,0.6547,High
3,6,13,0,0.5313,Medium
18,12,1,1,0.5281,Medium
19,4,9,3,0.3384,Low
19,3,3,4,0.5478,Medium
21,12,3,3,0.62,Medium
5,5,22,6,0.74,High
18,2,6,5,0.3005,Low
10,3,19,0,0.7128,High
22,7,4,6,0.3144,Low
21,12,11,1,0.4408,Medium
6,1,11,0,0.539,Medium
1,2,5,3,0.6303,Medium
5,3,17,3,0.6095,Medium
9,10,1,1,0.931,High
12,12,18,3,0.3389,Low
14,7,15,6,0.5008,Medium
2,4,22,2,0.9169,High
17,12,1,1,0.5973,Medium
14,8,16,0,0.4078,Medium
13,8,19,4,0.5769,Medium
9,1,6,5,0.6477,Medium
25,5,20,3,0.4772,Medium
15,1,6,4,0.5566,Medium
25,7,22,0,0.5806,Medium
22,4,11,6,0.3121,Low
15,12,22,4,0.8241,High
24,8,10,1,0.3436,Low
11,12,16,6,0.2649,Low
16,8,10,5,0.3104,Low
17,9,7,6,0.357,Low
4,11,5,0,0.4649,Medium
1,6,5,1,0.8343,High
8,7,14,1,0.5819,Medium
17,7,19,4,0.4878,Medium
3,5,11,2,0.4182,Medium
20,7,8,1,0.4631,Medium
15,9,12,1,0.6192,Medium
15,12,14,0,0.6087,Medium
24,12,14,5,0.3248,Low
22,11,12,6,0.4113,Medium
14,4,8,2,0.253,Low
23,2,10,3,0.2688,Low
14,8,21,1,0.4842,Medium
24,7,10,0,0.4255,Medium
2,6,8,4,0.8148,High
13,7,16,0,0.5282,Medium
14,12,22,6,0.664,High
24,3,20,2,0.4076,Medium
19,6,5,0,0.3166,Low
7,10,21,3,0.4611,Medium
3,7,4,4,0.5043,Medium
15,7,20,4,0.8918,High
23,5,2,5,0.613,Medium
14,3,5,1,0.385,Low
11,2,21,2,0.3804,Low
15,7,16,4,0.667,High
13,4,10,4,0.4297,Medium
18,2,3,3,0.5041,Medium
6,8,11,6,0.7416,High
3,2,9,0,0.362,Low
19,6,16,3,0.4189,Medium
15,4,5,2,0.6665,High
25,9,17,6,0.4923,Medium
23,5,20,2,0.389,Low
5,4,18,4,0.5527,Medium
10,8,21,1,0.8678,High
7,3,14,0,0.3139,Low
25,9,11,0,0.3322,Low
17,8,18,2,0.5105,Medium
7,12,4,3,0.1976,Low
22,12,17,4,0.5068,Medium
12,8,11,6,0.4909,Medium
25,10,14,5,0.4785,Medium
17,5,9,6,0.4721,Medium
13,1,18,0,0.5493,Medium
20,11,8,3,0.407,Medium
25,10,5,3,0.2842,Low
4,9,13,5,0.4433,Medium
10,2,0,2,0.7768,High
3,1,0,4,0.6468,Medium
9,6,10,4,0.7953,High
13,1,2,6,0.7531,High
18,10,20,1,0.4728,Medium
15,10,21,4,0.8423,High
4,10,4,2,0.4189,Medium
15,7,7,5,0.9201,High
22,7,21,3,0.4127,Medium
2,1,17,0,0.6895,High
15,10,4,3,0.7831,High
8,5,11,0,0.4436,Medium
8,3,22,1,0.704,High
17,11,17,6,0.5849,Medium
12,12,20,1,0.3159,Low
19,2,11,5,0.2968,Low
10,11,20,1,0.887,High
9,5,7,5,0.7062,High
5,5,8,5,0.5848,Medium
6,2,14,6,0.5922,Medium
20,6,2,3,0.6825,High
2,7,14,2,0.6975,High
24,1,3,4,0.484,Medium
13,3,15,6,0.5078,Medium
6,4,18,5,0.8834,High
5,2,17,5,0.5765,Medium
25,10,15,5,0.463,Medium
1,11,11,0,0.7425,High
21,5,11,2,0.3466,Low
22,4,22,5,0.6292,Medium
21,11,3,4,0.7228,High
6,2,14,6,0.6106,Medium
6,11,18,0,0.835,High
23,1,17,3,0.3257,Low
16,8,10,6,0.5036,Medium
4,2,23,0,0.5176,Medium
11,4,22,3,0.3565,Low
24,12,14,4,0.2364,Low
23,10,15,2,0.3386,Low
9,5,10,0,0.5715,Medium
23,2,10,4,0.143,Low
3,10,20,1,0.6916,High
19,9,12,5,0.3468,Low
8,2,6,5,0.5715,Medium
5,6,14,5,0.5227,Medium
4,7,16,2,0.523,Medium
24,6,23,5,0.7034,High
6,11,12,1,0.6827,High
2,11,3,5,0.9557,High
20,12,0,1,0.5143,Medium
11,4,11,2,0.3032,Low
4,1,3,0,0.5601,Medium
15,2,0,4,0.7854,High
6,12,5,2,0.6124,Medium
22,10,23,6,0.6225,Medium
17,12,10,0,0.3475,Low
24,10,20,5,0.5796,Medium
6,12,17,5,0.828,High
19,6,17,6,0.6189,Medium
25,8,19,2,0.5092,Medium
2,3,5,2,0.6922,High
15,7,13,5,0.7174,High
11,9,5,0,0.3061,Low
8,4,21,1,0.5686,Medium
19,11,14,3,0.4306,Medium
13,7,21,0,0.708,High
12,7,0,3,0.6174,Medium
5,12,16,3,0.438,Medium
6,10,11,2,0.695,High
22,9,2,0,0.588,Medium
4,3,1,0,0.6379,Medium
19,11,22,1,0.5964,Medium
20,1,5,3,0.238,Low
1,8,4,1,0.6555,High
20,4,7,4,0.2592,Low
17,2,1,6,0.5745,Medium
12,5,11,3,0.1839,Low
15,4,6,1,0.6758,High
1,1,13,1,0.5298,Medium
14,12,9,3,0.2473,Low
6,7,19,5,1.0,High
5,4,13,5,0.3821,Low
11,8,10,1,0.4171,Medium
4,9,18,4,0.7433,High
13,8,0,0,0.8522,High
11,1,1,4,0.4315,Medium
3,8,22,3,0.8422,High
1,5,2,2,0.9383,High
6,1,4,5,0.5705,Medium
18,9,10,5,0.2815,Low
24,9,18,3,0.435,Medium
10,7,6,6,0.8027,High
5,7,15,6,0.6325,Medium
23,11,19,5,0.6298,Medium
10,1,7,5,0.6833,High
12,9,23,0,0.4899,Medium
2,1,3,4,0.8547,High
13,12,11,5,0.5577,Medium
8,7,17,1,0.6584,High
2,9,22,1,0.8586,High
20,9,13,2,0.2412,Low
1,5,16,4,0.5312,Medium
5,12,11,1,0.3765,Low
9,6,8,3,0.8368,High
17,2,15,1,0.2025,Low
9,2,20,6,0.7344,High
11,10,9,5,0.4684,Medium
15,9,19,0,0.748,High
24,1,19,4,0.3764,Low
6,10,10,1,0.6788,High
23,12,8,1,0.317,Low
3,12,0,0,0.5478,Medium
17,5,15,6,0.281,Low
5,7,3,5,0.8386,High
12,12,21,1,0.411,Medium
18,10,7,2,0.435,Medium
14,6,1,5,0.685,High
21,6,13,6,0.6542,High
24,6,23,4,0.4257,Medium
11,8,8,6,0.4664,Medium
9,7,23,1,0.9884,High
2,5,13,3,0.6248,Medium
12,10,13,1,0.3344,Low
3,2,20,5,0.5437,Medium
3,10,11,2,0.4614,Medium
1,6,10,5,0.7436,High
8,10,0,5,0.7649,High
22,5,21,3,0.404,Medium
8,4,0,5,0.69,High
11,10,10,2,0.4158,Medium
9,11,19,0,0.7984,High
5,5,14,3,0.5144,Medium
14,9,20,3,0.4772,Medium
3,12,22,2,0.7407,High
21,2,8,2,0.3981,Low
5,6,19,0,0.5819,Medium
5,11,20,3,0.548,Medium
19,9,21,5,0.5403,Medium
14,12,16,3,0.2642,Low
4,10,9,5,0.5931,Medium
25,5,14,6,0.3794,Low
13,12,11,5,0.6481,Medium
10,11,4,3,0.7023,High
25,6,13,3,0.4164,Medium
18,10,9,0,0.3906,Low
8,12,19,1,0.6279,Medium
8,4,0,3,0.676,High
7,5,15,4,0.3244,Low
8,8,3,0,0.7873,High
14,12,4,5,0.3015,Low
19,1,8,6,0.2369,Low
6,1,16,1,0.4148,Medium
1,10,5,2,0.7249,High
23,4,23,5,0.671,High
15,10,4,5,0.8053,High
1,3,17,6,0.9229,High
25,5,16,1,0.3703,Low
17,11,20,2,0.5306,Medium
1,10,10,4,0.5662,Medium
15,8,2,0,0.88,High
23,1,5,1,0.1593,Low
2,5,8,6,0.6569,High
14,5,12,2,0.1709,Low
21,2,0,3,0.5977,Medium
8,5,14,4,0.3501,Low
8,8,19,4,0.6023,Medium
19,10,3,0,0.6165,Medium
7,7,22,0,0.5478,Medium
19,12,1,0,0.5239,Medium
6,2,15,6,0.6035,Medium
6,6,23,0,1.0,High
3,10,5,3,0.4612,Medium
7,11,19,4,0.4187,Medium
19,11,14,3,0.331,Low
8,1,18,0,0.629,Medium
10,10,6,1,0.7922,High
20,10,10,6,0.5188,Medium
15,3,17,6,0.8652,High
15,11,7,2,0.7614,High
1,11,1,1,0.8896,High
20,6,11,4,0.3775,Low
7,9,21,4,0.3385,Low
4,1,7,3,0.3885,Low
6,12,0,2,0.8944,High
25,6,6,0,0.3138,Low
1,2,8,0,0.626,Medium
5,9,21,1,0.5381,Medium
23,2,21,6,0.2638,Low
1,12,8,2,0.716,High
4,3,1,3,0.7079,High
22,12,3,0,0.484,Medium
2,2,13,4,0.5447,Medium
10,11,13,0,0.8494,High
5,4,7,2,0.5128,Medium
10,4,20,5,0.803,High
1,10,8,4,0.7711,High
22,1,2,3,0.485,Medium
6,8,21,0,0.8308,High
13,5,21,4,0.56,Medium
15,12,18,3,0.6655,High
4,8,5,2,0.4905,Medium
13,6,0,5,0.7429,High
24,2,20,3,0.2784,Low
20,7,17,3,0.474,Medium
24,10,7,4,0.4283,Medium
15,9,6,0,0.5017,Medium
8,7,6,4,0.4797,Medium
5,11,9,6,0.5324,Medium
15,5,3,1,0.9976,High
4,4,17,4,0.4818,Medium
12,11,18,4,0.4944,Medium
13,8,9,6,0.5461,Medium
2,6,19,0,0.8723,High
19,5,18,6,0.3532,Low
19,7,2,5,0.755,High
4,11,16,2,0.6464,Medium
4,3,0,1,0.7386,High
11,9,23,0,0.5272,Medium
5,4,7,5,0.516,Medium
20,12,16,0,0.2088,Low
11,4,3,6,0.5135,Medium
10,8,1,3,0.912,High
8,6,16,1,0.5326,Medium
6,11,1,3,0.9181,High
6,1,0,3,0.7881,High
8,2,4,0,0.3657,Low
23,9,5,6,0.3976,Low
15,6,11,2,0.8125,High
14,7,23,0,0.5025,Medium
11,11,9,6,0.5883,Medium
12,9,7,4,0.4023,Medium
13,3,13,2,0.467,Medium
8,5,3,6,0.7203,High
18,5,18,1,0.394,Low
25,10,4,2,0.4133,Medium
1,7,23,1,0.9285,High
15,2,20,3,0.5823,Medium
8,4,6,0,0.4111,Medium
11,11,19,0,0.4633,Medium
12,4,1,4,0.5837,Medium
12,12,10,0,0.1874,Low
4,8,9,2,0.6966,High
16,10,17,4,0.496,Medium
4,3,1,6,0.6373,Medium
5,2,13,6,0.4221,Medium
24,9,23,0,0.5461,Medium
5,12,9,4,0.5447,Medium
8,11,5,0,0.5041,Medium
10,4,20,6,0.8495,High
17,9,2,6,0.5947,Medium
9,6,22,0,0.8776,High
22,1,15,5,0.2718,Low
19,11,7,3,0.3983,Low
14,3,8,5,0.348,Low
8,7,10,0,0.3864,Low
9,9,15,0,0.5969,Medium
22,8,1,2,0.6364,Medium
11,12,23,1,0.6083,Medium
23,5,4,2,0.2576,Low
1,12,0,4,0.8613,High
14,8,22,6,0.653,High
5,2,14,4,0.3684,Low
21,3,6,0,0.3907,Low
14,8,15,0,0.3837,Low
4,9,11,3,0.2819,Low
22,10,18,0,0.5329,Medium
23,8,14,2,0.3234,Low
25,4,2,2,0.5126,Medium
1,6,19,2,0.7538,High
22,11,20,2,0.4982,Medium
23,5,20,1,0.4515,Medium
19,12,4,5,0.4078,Medium
8,4,14,2,0.4207,Medium
15,9,21,2,0.7894,High
21,10,16,4,0.5372,Medium
15,3,15,5,0.6446,Medium
9,1,15,5,0.6974,High
21,7,22,6,0.7386,High
9,10,11,6,0.8187,High
10,8,3,6,0.9521,High
20,11,4,4,0.2668,Low
25,3,23,4,0.4697,Medium
21,3,7,5,0.5757,Medium
9,6,11,5,0.7075,High
3,2,4,0,0.4016,Medium
20,6,10,4,0.352,Low
25,5,18,6,0.4205,Medium
11,7,9,0,0.3849,Low
6,9,23,4,0.9166,High
2,9,17,2,0.8475,High
7,1,11,4,0.2442,Low
18,7,8,6,0.5275,Medium
2,3,21,3,0.7706,High
17,4,9,0,0.2946,Low
11,2,19,2,0.3377,Low
12,1,19,5,0.5056,Medium
19,10,18,6,0.519,Medium
22,3,20,2,0.4231,Medium
24,10,5,6,0.4434,Medium
25,9,9,2,0.3062,Low
7,1,18,5,0.499,Medium
20,3,8,4,0.3422,Low
6,11,15,0,0.7122,High
21,5,7,2,0.4825,Medium
24,3,11,2,0.3385,Low
1,4,21,4,0.7464,High
17,4,4,5,0.2999,Low
11,1,10,2,0.2282,Low
22,6,18,6,0.6063,Medium
18,11,2,5,0.7032,High
21,12,23,2,0.5304,Medium
17,7,21,5,0.569,Medium
7,12,14,1,0.2741,Low
17,7,21,4,0.5418,Medium
20,6,19,1,0.435,Medium
9,7,2,5,1.0,High
17,3,21,1,0.383,Low
20,5,0,6,0.5859,Medium
22,7,10,4,0.4336,Medium
22,10,12,2,0.3625,Low
8,5,4,2,0.4319,Medium
17,10,6,0,0.3846,Low
7,2,0,0,0.4923,Medium
1,6,12,5,0.6064,Medium
13,7,9,4,0.602,Medium
23,11,19,6,0.6456,Medium
19,2,17,3,0.3576,Low
24,10,12,1,0.2414,Low
19,8,0,5,0.6275,Medium
17,5,16,4,0.1999,Low
13,11,11,2,0.5033,Medium
16,8,22,1,0.6082,Medium
8,3,5,0,0.488,Medium
19,2,6,1,0.2843,Low
18,7,0,0,0.7524,High
1,5,9,6,0.6985,High
14,5,2,4,0.5203,Medium
19,8,6,0,0.349,Low
15,9,9,6,0.6995,High
18,8,9,6,0.4868,Medium
2,10,8,4,0.7947,High
22,2,5,4,0.3385,Low
17,10,23,2,0.6378,Medium
18,11,8,3,0.3354,Low
6,7,22,5,0.9399,High
19,11,8,3,0.3509,Low
4,5,9,5,0.5805,Medium
1,7,3,3,0.9544,High
8,3,15,4,0.3426,Low
23,4,1,6,0.538,Medium
7,7,10,5,0.4849,Medium
3,2,8,6,0.5472,Medium
10,2,2,5,0.7378,High
10,1,6,4,0.5667,Medium
19,1,12,5,0.3214,Low
14,12,12,2,0.2501,Low
2,1,18,5,0.8322,High
1,6,10,2,0.8065,High
23,5,4,0,0.3319,Low
23,10,15,0,0.3757,Low
18,8,1,4,0.5472,Medium
7,5,9,3,0.4235,Medium
8,1,9,6,0.414,Medium
1,12,18,6,0.8734,High
25,8,19,1,0.463,Medium
23,6,5,2,0.2885,Low
3,8,21,1,0.7302,High
24,2,15,5,0.3539,Low
23,10,12,1,0.2851,Low
8,8,18,4,0.6793,High
22,6,2,0,0.5914,Medium
25,1,8,3,0.1796,Low
15,1,9,1,0.547,Medium
5,10,15,2,0.4768,Medium
3,12,17,2,0.5853,Medium
19,5,3,2,0.6411,Medium
1,7,20,5,0.9817,High
15,4,23,1,0.8855,High
8,10,23,5,0.8134,High
2,5,21,6,0.7427,High
3,10,15,0,0.4629,Medium
24,3,17,3,0.4885,Medium
14,2,9,6,0.3771,Low
24,2,0,1,0.3738,Low
14,5,22,0,0.5025,Medium
11,4,9,6,0.31,Low
16,2,16,6,0.312,Low
4,5,18,6,0.6641,High
20,10,15,3,0.2642,Low
5,9,5,3,0.4562,Medium
22,8,7,5,0.5227,Medium
21,9,15,3,0.4657,Medium
14,9,11,5,0.3257,Low
23,8,8,3,0.4357,Medium
16,9,15,3,0.3278,Low
18,4,6,5,0.2118,Low
7,8,7,0,0.4383,Medium
10,2,19,6,0.6578,High
7,9,4,6,0.3102,Low
1,9,22,6,0.9259,High
23,11,8,3,0.4346,Medium
21,3,7,1,0.4645,Medium
19,6,22,6,0.7121,High
16,12,19,0,0.3901,Low
19,7,15,3,0.3906,Low
4,3,10,0,0.4495,Medium
18,5,0,0,0.534,Medium
2,1,16,2,0.5293,Medium
1,11,11,0,0.6874,High
15,3,4,2,0.617,Medium
5,12,13,4,0.3754,Low
20,8,6,2,0.3461,Low
11,3,23,4,0.5377,Medium
10,8,6,4,0.7027,High
2,9,3,4,0.8073,High
3,6,14,2,0.4842,Medium
23,7,6,0,0.3541,Low
23,6,21,3,0.4741,Medium
12,8,23,5,0.6823,High
20,7,8,4,0.3695,Low
5,10,0,3,0.7604,High
5,1,1,0,0.6402,Medium
6,3,7,4,0.649,Medium
9,3,6,4,0.6423,Medium
2,3,22,4,0.9415,High
21,4,2,4,0.6601,High
12,1,6,2,0.2382,Low
3,11,19,2,0.6163,Medium
20,2,15,1,0.215,Low
22,12,1,3,0.4996,Medium
12,5,0,3,0.407,Medium
24,11,7,1,0.4877,Medium
17,6,4,2,0.3285,Low
10,9,9,1,0.6988,High
24,2,3,4,0.4358,Medium
14,12,8,2,0.2569,Low
23,9,13,4,0.3455,Low
17,7,20,1,0.5399,Medium
18,9,9,3,0.2684,Low
19,4,17,0,0.4696,Medium
17,7,22,5,0.7667,High
14,1,8,6,0.3373,Low
9,8,4,0,0.7573,High
8,7,22,6,0.9007,High
2,7,7,5,0.773,High
13,2,11,4,0.3859,Low
25,10,19,5,0.4881,Medium
7,9,23,0,0.5152,Medium
9,11,22,4,0.9196,High
22,8,18,1,0.4725,Medium
22,1,13,2,0.1509,Low
11,11,10,3,0.2972,Low
14,1,10,4,0.1327,Low
4,5,23,6,0.6405,Medium
13,2,3,2,0.5761,Medium
2,1,17,2,0.6152,Medium
23,10,8,6,0.4251,Medium
5,12,7,4,0.4128,Medium
11,11,3,3,0.5131,Medium
6,8,18,3,0.8683,High
18,12,18,2,0.425,Medium
21,4,21,0,0.5846,Medium
10,2,1,6,0.8727,High
4,5,10,2,0.4575,Medium
9,12,2,1,0.8563,High
6,11,0,5,1.0,High
2,12,9,5,0.6586,High
17,6,20,4,0.4108,Medium
5,8,12,2,0.3726,Low
25,7,2,3,0.4878,Medium
6,7,6,1,0.6724,High
12,1,4,2,0.1844,Low
23,3,1,4,0.5774,Medium
21,3,17,4,0.5522,Medium
10,7,13,4,0.7923,High
22,12,19,3,0.4353,Medium
21,2,1,5,0.7012,High
25,10,4,4,0.4031,Medium
6,7,12,1,0.6767,High
8,9,6,6,0.5907,Medium
2,1,9,0,0.6239,Medium
12,12,19,1,0.5199,Medium
13,2,6,3,0.412,Medium
25,11,22,3,0.6338,Medium
21,6,17,1,0.6286,Medium
7,2,17,1,0.3451,Low
10,12,1,1,0.8905,High
13,2,15,3,0.2816,Low
17,5,12,6,0.2051,Low
21,7,16,4,0.4762,Medium
14,4,5,5,0.3201,Low
2,6,22,3,0.9811,High
22,12,8,4,0.4009,Medium
11,3,2,1,0.5192,Medium
1,4,6,5,0.6183,Medium
19,4,4,5,0.3405,Low
21,4,20,5,0.6497,Medium
4,12,6,5,0.4766,Medium
19,1,9,4,0.1952,Low
21,4,21,2,0.6887,High
11,4,23,0,0.5675,Medium
8,6,9,4,0.5877,Medium
11,9,9,0,0.212,Low
4,10,5,1,0.4266,Medium
17,6,18,0,0.408,Medium
7,6,17,2,0.4826,Medium
8,7,20,5,0.7905,High
3,7,14,3,0.4881,Medium
22,1,12,0,0.1805,Low
2,8,19,3,0.7503,High
23,1,1,6,0.5381,Medium
15,9,21,3,0.7407,High
24,4,9,6,0.456,Medium
22,9,22,4,0.4726,Medium
22,8,1,0,0.589,Medium
5,9,2,5,0.7044,High
24,6,4,4,0.3285,Low
1,9,14,5,0.7322,High
4,4,6,5,0.4188,Medium
15,3,14,0,0.6086,Medium
20,3,11,6,0.3372,Low
19,8,2,2,0.6369,Medium
3,2,9,2,0.3769,Low
20,12,3,4,0.5824,Medium
11,6,6,1,0.2287,Low
17,9,10,6,0.3676,Low
13,9,16,3,0.4188,Medium
11,8,19,3,0.558,Medium
2,8,14,0,0.638,Medium
9,1,16,2,0.6515,High
2,11,13,6,0.8519,High
21,7,20,6,0.6921,High
9,1,11,4,0.5756,Medium
9,9,17,1,0.704,High
8,3,12,6,0.5271,Medium
17,1,18,0,0.2999,Low
1,8,4,2,0.7185,High
25,7,11,1,0.2899,Low
11,2,7,1,0.3207,Low
8,7,7,4,0.5842,Medium
10,5,8,4,0.7892,High
25,7,18,2,0.5105,Medium
7,10,18,6,0.4784,Medium
3,12,3,4,0.6869,High
3,7,5,6,0.7228,High
18,2,22,0,0.4358,Medium
5,2,11,3,0.3797,Low
12,7,0,0,0.638,Medium
12,3,17,5,0.4144,Medium
19,4,18,0,0.4356,Medium
6,7,16,1,0.7423,High
2,2,2,6,0.9136,High
12,2,3,2,0.4261,Medium
19,9,13,2,0.2143,Low
5,11,5,1,0.4554,Medium
12,1,4,0,0.1852,Low
17,12,5,0,0.2768,Low
17,12,12,3,0.1899,Low
10,3,8,3,0.7331,High
25,10,16,2,0.4026,Medium
23,4,14,0,0.4198,Medium
17,5,14,5,0.358,Low
15,3,18,3,0.7591,High
12,9,7,6,0.2989,Low
16,5,8,1,0.2287,Low
24,7,1,0,0.5374,Medium
19,11,13,5,0.3429,Low
8,7,13,4,0.471,Medium
21,11,4,3,0.4548,Medium
17,9,2,1,0.5863,Medium
23,2,9,1,0.2818,Low
5,3,1,6,0.7786,High
22,4,12,4,0.1735,Low
16,8,10,6,0.4221,Medium
6,1,10,6,0.5213,Medium
8,9,8,3,0.5056,Medium
25,5,20,6,0.446,Medium
18,4,8,2,0.2403,Low
25,8,11,1,0.3239,Low
12,9,0,0,0.4816,Medium
15,3,19,2,0.8139,High
9,4,16,5,0.6572,High
13,1,4,1,0.3514,Low
15,12,11,1,0.5651,Medium
10,3,10,6,0.6581,High
16,10,20,4,0.4394,Medium
7,5,15,3,0.2476,Low
17,8,6,3,0.3813,Low
23,1,22,5,0.5396,Medium
21,1,7,4,0.479,Medium
22,3,21,4,0.3396,Low
7,9,18,5,0.4819,Medium
14,9,14,6,0.3061,Low
15,1,4,2,0.5552,Medium
21,4,8,2,0.4769,Medium
7,12,20,5,0.4354,Medium
9,8,18,4,0.8671,High
19,2,12,2,0.1913,Low
16,4,6,0,0.3507,Low
8,7,0,5,0.7335,High
18,7,2,4,0.5649,Medium
23,5,6,5,0.4182,Medium
18,7,8,3,0.412,Medium
20,6,3,3,0.5447,Medium
7,2,20,4,0.3461,Low
3,9,7,3,0.3556,Low
18,5,19,1,0.4578,Medium
10,2,17,0,0.648,Medium
7,6,22,1,0.6021,Medium
17,10,1,4,0.6097,Medium
14,5,13,3,0.2525,Low
24,2,5,6,0.1157,Low
3,10,6,5,0.551,Medium
12,10,23,2,0.45,Medium
13,7,20,1,0.7439,High
2,10,0,1,0.9313,High
3,2,15,3,0.2955,Low
5,7,2,2,0.6242,Medium
11,6,14,4,0.3853,Low
8,12,21,3,0.5953,Medium
23,12,10,0,0.2583,Low
23,4,4,0,0.2659,Low
12,4,16,4,0.2199,Low
7,12,15,4,0.2225,Low
15,6,19,0,0.9227,High
24,9,20,6,0.4667,Medium
17,10,17,5,0.5905,Medium
4,6,4,5,0.5463,Medium
22,6,18,2,0.4886,Medium
25,11,7,4,0.5258,Medium
13,1,13,0,0.4313,Medium
18,5,10,2,0.3118,Low
1,1,14,5,0.6145,Medium
16,11,0,2,0.6476,Medium
13,9,19,4,0.4636,Medium
10,10,11,1,0.6955,High
12,4,10,2,0.225,Low
2,2,14,4,0.5917,Medium
23,9,8,2,0.368,Low
3,6,11,6,0.6393,Medium
10,11,0,6,1.0,High
2,10,21,3,0.8446,High
23,3,21,6,0.5266,Medium
13,12,1,2,0.7464,High
13,2,16,1,0.2644,Low
18,6,0,5,0.6603,High
3,10,9,2,0.4126,Medium
7,6,12,1,0.4087,Medium
14,12,14,0,0.2279,Low
20,12,4,6,0.3649,Low
17,9,10,1,0.1895,Low
21,5,20,2,0.5649,Medium
12,11,6,6,0.3887,Low
25,12,3,0,0.4737,Medium
16,9,19,5,0.5479,Medium
24,5,10,5,0.2861,Low
12,2,6,6,0.3415,Low
15,1,13,0,0.6441,Medium
25,9,6,0,0.2387,Low
10,10,23,0,1.0,High
25,7,9,2,0.4549,Medium
7,3,15,4,0.4061,Medium
20,12,6,1,0.378,Low
5,6,21,4,0.6615,High
1,10,10,4,0.7639,High
17,4,18,1,0.4061,Medium
3,9,3,3,0.7508,High
13,2,1,1,0.5312,Medium
14,11,15,3,0.3241,Low
24,12,1,1,0.4787,Medium
18,12,7,5,0.3678,Low
4,4,10,4,0.4003,Medium
18,1,5,4,0.2,Low
5,7,20,5,0.7594,High
25,4,17,1,0.4276,Medium
16,5,16,0,0.2975,Low
1,12,18,3,0.7112,High
21,1,10,0,0.311,Low
14,2,5,6,0.2435,Low
15,12,11,3,0.614,Medium
9,4,11,5,0.7646,High
15,2,11,4,0.5543,Medium
17,1,4,3,0.1555,Low
25,10,5,4,0.3868,Low
24,1,14,1,0.2046,Low
4,6,6,5,0.5557,Medium
12,2,6,1,0.2827,Low
5,3,2,2,0.7171,High
5,5,23,6,0.7367,High
11,3,7,2,0.3129,Low
6,6,10,6,0.7511,High
7,7,18,1,0.4172,Medium
24,10,21,2,0.483,Medium
14,6,0,5,0.6704,High
24,2,1,1,0.3705,Low
11,9,17,0,0.3539,Low
13,2,20,4,0.6396,Medium
2,6,21,1,0.9475,High
25,9,18,2,0.3759,Low
7,9,19,6,0.4458,Medium
20,2,12,5,0.3027,Low
4,9,17,6,0.6151,Medium
8,8,18,2,0.6552,High
20,7,7,6,0.4672,Medium
22,11,14,6,0.3903,Low
21,8,20,2,0.5602,Medium
19,10,17,0,0.4503,Medium
13,8,9,5,0.5966,Medium
14,1,14,0,0.1618,Low
10,9,9,6,0.6648,High
11,6,17,6,0.6699,High
2,1,19,5,0.7998,High
25,1,5,0,0.1868,Low
9,7,0,1,0.9884,High
17,10,13,4,0.3343,Low
3,2,19,0,0.6421,Medium
24,6,2,6,0.8441,High
6,5,0,2,0.9717,High
5,5,21,2,0.6301,Medium
5,10,9,0,0.5273,Medium
22,12,16,5,0.2244,Low
15,6,0,4,1.0,High
23,11,15,4,0.3203,Low
17,8,22,5,0.6715,High
9,5,0,4,0.8955,High
3,8,2,5,0.8554,High
20,5,4,2,0.2912,Low
17,10,18,1,0.4535,Medium
10,6,21,6,0.9105,High
3,8,13,3,0.4811,Medium
18,2,13,0,0.2645,Low
18,7,17,0,0.4802,Medium
17,3,6,3,0.2538,Low
24,9,19,3,0.4256,Medium
3,10,10,2,0.4822,Medium
3,7,21,2,0.6496,Medium
6,3,9,0,0.6061,Medium
13,8,11,6,0.5023,Medium
24,10,9,5,0.4352,Medium
15,2,5,6,0.6397,Medium
25,10,7,1,0.3469,Low
9,12,6,5,0.7057,High
4,8,12,0,0.5581,Medium
14,7,20,0,0.4109,Medium
5,12,22,0,0.6129,Medium
2,5,11,2,0.538,Medium
11,4,11,0,0.1858,Low
9,11,21,6,0.7822,High
24,10,12,1,0.361,Low
3,12,20,6,0.5861,Medium
9,10,8,1,0.7618,High
3,1,19,1,0.5571,Medium
25,4,6,0,0.2121,Low
2,6,15,3,0.7464,High
12,6,22,0,0.668,High
10,2,18,6,0.7298,High
9,9,23,3,0.7512,High
15,1,10,0,0.4775,Medium
8,4,4,1,0.5669,Medium
25,4,16,6,0.3248,Low
5,2,0,3,0.661,High
11,8,4,6,0.4211,Medium
2,11,1,1,0.8448,High
24,2,1,0,0.4803,Medium
15,2,11,6,0.5828,Medium
6,2,21,2,0.818,High
8,1,4,3,0.3054,Low
5,5,10,6,0.5921,Medium
